feature_id,output_score_agg,best_output_score,best_vocab,vocabs_present,per_vocab_scores_json,top_tokens_str,cluster
225,1.209653215482831e-06,1.209653215482831e-06,combined,combined,"{""combined"": 1.209653215482831e-06}","[' bridge', ' bridges', ' Bridge', ' BRIDGE', 'bridges']",0
538,1.152055338025093e-06,1.152055338025093e-06,combined,combined,"{""combined"": 1.152055338025093e-06}","[' call', 'BirthDate', 'dropna', ' calls', 'atzung']",0
322,8.870149031281471e-07,8.870149031281471e-07,combined,combined,"{""combined"": 8.870149031281471e-07}","[' Versatile', ' versatile', 'Versatile', ' multipurpose', ' versatility']",0
323,8.577690459787846e-07,8.577690459787846e-07,combined,combined,"{""combined"": 8.577690459787846e-07}","[' const', 'WillAppear', 'endpush', ""$_['"", ' constriction']",0
547,6.372237112373114e-07,6.372237112373114e-07,combined,combined,"{""combined"": 6.372237112373114e-07}","[' bucket', ' Bucket', 'verwijspagina', ' wishlist', 'Jereo']",0
168,5.648448131978511e-07,5.648448131978511e-07,combined,combined,"{""combined"": 5.648448131978511e-07}","[' fall', ' falling', ' Fall', ' fell', 'Fall']",0
649,4.4933147728443147e-07,4.4933147728443147e-07,combined,combined,"{""combined"": 4.4933147728443147e-07}","[' toy', ' toys', 'Toy', 'toy', ' Toy']",0
795,3.3199042081832884e-07,3.3199042081832884e-07,combined,combined,"{""combined"": 3.3199042081832884e-07}","[' beads', ' Beads', 'Bead', ' bead', ' Bead']",0
746,2.6886817067861556e-07,2.6886817067861556e-07,combined,combined,"{""combined"": 2.6886817067861556e-07}","['sizeof', ' sizeof', 'ENDIAN', 'Endian', 'XmlAccessorType']",0
421,1.609290484338999e-07,1.609290484338999e-07,combined,combined,"{""combined"": 1.609290484338999e-07}","['ConstraintMaker', 'RegressionTest', ' ProtoMessage', 'ⓧ', '|()']",0
23,1.054150052368641e-07,1.054150052368641e-07,combined,combined,"{""combined"": 1.054150052368641e-07}","['Blog', 'blog', ' Blog', ' blog', 'expandindo']",0
134,5.1762443035840984e-08,5.1762443035840984e-08,combined,combined,"{""combined"": 5.1762443035840984e-08}","[' пере', ' uns', ' ανα', ' المت', ' Пере']",0
512,8.707155240699649e-06,8.707155240699649e-06,combined,combined,"{""combined"": 8.707155240699649e-06}","[' bit', ' little', ' beetje', 'slightly', ' کمی']",1
199,3.634772263467312e-06,3.634772263467312e-06,combined,combined,"{""combined"": 3.634772263467312e-06}","[' contact', '連絡', 'ьаж', ' contatto', 'Contato']",1
92,8.60891304910183e-07,8.60891304910183e-07,combined,combined,"{""combined"": 8.60891304910183e-07}","[' pronoun', ' pronom', 'Facades', ' derechos', ' girasol']",1
643,7.990980520844459e-07,7.990980520844459e-07,combined,combined,"{""combined"": 7.990980520844459e-07}","[' body', ' Body', 'Body', 'body', ' BODY']",1
251,5.648448131978511e-07,5.648448131978511e-07,combined,combined,"{""combined"": 5.648448131978511e-07}","[' generation', 'generation', ' Generation', ' generations', 'Generation']",1
561,2.1544471383094787e-07,2.1544471383094787e-07,combined,combined,"{""combined"": 2.1544471383094787e-07}","[' pool', ' Pool', 'pool', 'Pool', ' POOL']",1
529,1.0462850332260131e-07,1.0462850332260131e-07,combined,combined,"{""combined"": 1.0462850332260131e-07}","[' SNL', 'bootstrapcdn', ' sati', ' Sati', 'GOTREF']",1
125,5.7900091633200646e-08,5.7900091633200646e-08,combined,combined,"{""combined"": 5.7900091633200646e-08}","[' lâu', ' longtemps', '一段时间', ' awhile', '很久']",1
131,5.1906099542975426e-08,5.1906099542975426e-08,combined,combined,"{""combined"": 5.1906099542975426e-08}","['Five', 'Four', 'Three', ' Three', ' One']",1
432,5.080294795334339e-08,5.080294795334339e-08,combined,combined,"{""combined"": 5.080294795334339e-08}",[],1
785,2.9874211410060525e-05,2.9874211410060525e-05,combined,combined,"{""combined"": 2.9874211410060525e-05}","[' hypnosis', ' hypno', ' spell', ' spells', ' mesmer']",2
509,2.752814907580614e-07,2.752814907580614e-07,combined,combined,"{""combined"": 2.752814907580614e-07}","[' bubbles', ' bubble', ' Bubble', 'bubble', ' Bubbles']",2
354,1.6139354556798936e-07,1.6139354556798936e-07,combined,combined,"{""combined"": 1.6139354556798936e-07}","[' army', ' armies', ' Armies', ' Army', 'army']",2
165,0.0009629514440894127,0.0009629514440894127,combined,combined,"{""combined"": 0.0009629514440894127}","[' cold', ' Cold', 'Cold', 'cold', ' winter']",3
591,3.238493809476495e-06,3.238493809476495e-06,combined,combined,"{""combined"": 3.238493809476495e-06}","[' requested', ' requesting', ' request', 'requested', 'request']",3
108,2.569783478975296e-06,2.569783478975296e-06,combined,combined,"{""combined"": 2.569783478975296e-06}","[' Fahrenheit', ' Celsius', 'Celsius', ' ligiloj', ' celsius']",3
394,5.078909453004599e-07,5.078909453004599e-07,combined,combined,"{""combined"": 5.078909453004599e-07}","[' Uganda', 'Uganda', ' Ugandan', ' Kampala', 'AndEndTag']",3
754,1.0490790009498597e-07,1.0490790009498597e-07,combined,combined,"{""combined"": 1.0490790009498597e-07}","[' fopen', ' opened', 'prepareStatement', ' ouverte', ' open']",3
526,0.0002948716506361961,0.0002948716506361961,combined,combined,"{""combined"": 0.0002948716506361961}","['//', ' //', '\ufeff//', ')//', '{//']",4
400,2.3471731692552568e-05,2.3471731692552568e-05,combined,combined,"{""combined"": 2.3471731692552568e-05}","[' &', ' ""', ' ', 'de', 'C']",4
406,1.7804838716983794e-05,1.7804838716983794e-05,combined,combined,"{""combined"": 1.7804838716983794e-05}","['.', ' ', ' T', ' and', ' S']",4
622,1.919638831168413e-06,1.919638831168413e-06,combined,combined,"{""combined"": 1.919638831168413e-06}","['import', ' a', 'Came', 'derive', ' an']",4
804,3.9321882650256153e-07,3.9321882650256153e-07,combined,combined,"{""combined"": 3.9321882650256153e-07}","[' boss', ' sti', ' smokes', 'sikan', ' bit']",4
636,2.2428296506404877e-07,2.2428296506404877e-07,combined,combined,"{""combined"": 2.2428296506404877e-07}","['filepath', ' filepath', 'httphttps', 'FilePath', ' filePath']",4
398,1.054150052368641e-07,1.054150052368641e-07,combined,combined,"{""combined"": 1.054150052368641e-07}","['://', '::', '!(:', '(::', '()->']",4
549,5.080294795334339e-08,5.080294795334339e-08,combined,combined,"{""combined"": 5.080294795334339e-08}","['吹', '@', '\ufeff', '.', '对']",4
550,5.080294795334339e-08,5.080294795334339e-08,combined,combined,"{""combined"": 5.080294795334339e-08}","['<h4>', '<h5>', '<h3>', ' AssemblyCompany', 'VYMaps']",4
695,5.080294795334339e-08,5.080294795334339e-08,combined,combined,"{""combined"": 5.080294795334339e-08}","['ISupport', ' Cataloging', 'IActionResult', 'disposing', '울']",4
