feature_id,output_score,rank,prob,chunk,top_tokens_ids,output_scores_path,top_tokens_str,cluster
145,0.0,33442,0.0,chunk_0002,"[174788, 214712, 171407, 166196, 103151, 230553, 216755, 164515, 147655, 218238]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],11
525,0.0,29601,0.0,chunk_0002,"[58715, 214684, 169039, 234323, 214503, 213525, 227495, 93909, 92065, 187660]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],12
54,0.0,32409,0.0,chunk_0002,"[101514, 186853, 252232, 198997, 185544, 214503, 113659, 119666, 149251, 230553]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],13
783,0.0,33442,0.0,chunk_0000,"[179113, 227379, 173033, 229259, 121256, 88939, 77036, 152598, 98446, 87271, 172415, 186051, 104798, 195905, 185066, 227979, 5880, 193969, 10824, 212659, 182929, 163668, 213550, 213472, 23416, 181921, 228606, 81510, 90141, 108136, 192303, 120406, 186164, 139483, 27919, 165036, 195793, 198663, 174597, 214230, 6252, 82680, 87752, 88199, 222071, 164875, 149508, 13704, 69682, 212658]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],14
667,0.0,35709,0.0,chunk_0000,"[99113, 183157, 83786, 204458, 73606, 150604, 159916, 136527, 40561, 203035, 128031, 37923, 213485, 65688, 184119, 10662, 86579, 98032, 5760, 177128, 184249, 71757, 44016, 224159, 48073, 57030, 205692, 151160, 171045, 220386, 171407, 167095, 20697, 165836, 196712, 150281, 175568, 203832, 42430, 113462, 27437, 95658, 88763, 152539, 230861, 232388, 184958, 9549, 221702, 119901]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],15
394,0.0,32105,0.0,chunk_0002,"[165842, 218551, 232462, 212437, 193025, 186977, 211753, 222719, 209059, 165567]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],16
799,0.0,26299,0.0,chunk_0000,"[203598, 217334, 225927, 183157, 183068, 194207, 46225, 66562, 104863, 218603, 74073, 12178, 21219, 93179, 149962, 199684, 41053, 145329, 95645, 81102, 230673, 224064, 158363, 90572, 111857, 165836, 36170, 39524, 44903, 24263, 174788, 14084, 38842, 57802, 29389, 9875, 120176, 19861, 40085, 106596, 19098, 657, 15036, 88490, 10625, 125937, 178936, 15564, 8016, 13774]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],17
185,0.0,33442,0.0,chunk_0002,"[119572, 179288, 13541, 185544, 69374, 230179, 76236, 216856, 149752, 65896]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],18
699,0.0,25488,0.0,chunk_0002,"[69737, 12661, 101540, 29130, 175380, 192612, 148148, 205144, 24964, 130110]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],19
597,0.0,33442,0.0,chunk_0002,"[40561, 191376, 152159, 109371, 111611, 214854, 216550, 160462, 199620, 43639]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],20
320,0.0,267,0.0,chunk_0002,"[209949, 221990, 98167, 12078, 222423, 190193, 120316, 196709, 13669, 233140]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],21
434,0.0,31392,0.0,chunk_0002,"[189764, 13594, 982, 16988, 5221, 65486, 13686, 1266, 112280, 91589]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],22
210,0.0,38336,0.0,chunk_0002,"[172208, 86228, 127373, 230425, 230553, 230179, 199423, 36930, 229098, 110266]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],23
338,0.0,27239,0.0,chunk_0002,"[223046, 24237, 67521, 176104, 46589, 49969, 166362, 2247, 106434, 9009]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],24
120,0.0,35465,0.0,chunk_0002,"[157911, 68479, 94695, 237402, 161063, 109558, 87545, 76184, 230833, 183051]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],25
187,0.0,33442,0.0,chunk_0002,"[211465, 63492, 195329, 211288, 100760, 140057, 50938, 184239, 76839, 133109]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],26
150,0.0,36371,0.0,chunk_0002,"[61329, 55165, 172273, 75180, 80142, 137207, 197480, 98065, 231598, 212549]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],27
637,0.0,33442,0.0,chunk_0000,"[182281, 194754, 117527, 100424, 148291, 6790, 10920, 141720, 200095, 234936, 64496, 226807, 148073, 126919, 218764, 74490, 110923, 22736, 142942, 182207, 42752, 110602, 7943, 83656, 165484, 125413, 83767, 196468, 67026, 175064, 208542, 227560, 91007, 7839, 80556, 219782, 116732, 181946, 225944, 219326, 970, 186065, 3361, 221963, 128392, 167955, 228156, 143110, 208646, 127019]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],28
274,0.0,33442,0.0,chunk_0000,"[79514, 101599, 216949, 136527, 202018, 31659, 87928, 15079, 8500, 21910, 125160, 128301, 38303, 175188, 134175, 110038, 217869, 185544, 200395, 146329, 223403, 130815, 215155, 15851, 33379, 77225, 212965, 39946, 68338, 229098, 100583, 247662, 101707, 90846, 24160, 50876, 51700, 99615, 51134, 229522, 57009, 98726, 139405, 172212, 17121, 54080, 169699, 130354, 3727, 94497]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],29
725,0.0,31056,0.0,chunk_0000,"[79514, 230599, 229098, 172278, 207841, 87365, 218603, 154156, 210880, 227979, 99690, 75991, 251326, 155346, 119486, 200535, 186853, 36212, 193118, 186395, 226166, 110936, 167513, 176864, 120916, 190385, 168700, 232817, 128037, 204769, 210107, 153995, 62816, 64557, 166930, 128417, 201291, 102473, 130229, 169990, 234755, 190028, 218106, 156382, 203810, 212996, 160126, 196891, 231153, 41982]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],30
775,0.0,25182,0.0,chunk_0000,"[192563, 186608, 127402, 226959, 15053, 219869, 109448, 100010, 231624, 208932, 171692, 58092, 103947, 5988, 139520, 184322, 6843, 186340, 128675, 5830, 222424, 149838, 150380, 81844, 11520, 203219, 14926, 181556, 228822, 76667, 232518, 85721, 79066, 50731, 182454, 216942, 203040, 68461, 3298, 12382, 202414, 120354, 1156, 161975, 165434, 61441, 134058, 104603, 246767, 7963]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],31
294,0.0,33442,0.0,chunk_0000,"[16487, 12656, 41926, 20425, 39705, 41939, 38621, 230833, 184119, 207486, 18789, 241742, 15657, 5245, 234811, 2136, 41305, 59477, 32451, 14587, 6789, 25701, 62043, 25158, 43486, 46520, 235953, 9443, 121914, 175388, 160104, 74005, 30632, 193310, 231598, 111582, 33687, 72631, 19769, 53595, 179239, 88610, 7706, 237553, 47971, 161317, 43283, 175258, 24717, 229453]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],32
812,0.0,33442,0.0,chunk_0000,"[156419, 61637, 50754, 148363, 187680, 207025, 87919, 230815, 59447, 206470, 56036, 186931, 107646, 196333, 10589, 108906, 77188, 98561, 176596, 106549, 226533, 197062, 173100, 82330, 241838, 81826, 220084, 86165, 41192, 40338, 217375, 213493, 129702, 84488, 137371, 204886, 108995, 59286, 124398, 178251, 136305, 216253, 102908, 144411, 135210, 61289, 186627, 178148, 90690, 215184]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],33
583,0.0,33442,0.0,chunk_0000,"[166196, 203832, 113512, 119569, 196113, 174391, 9438, 2746, 199208, 133068, 10347, 43907, 95658, 55680, 208080, 227181, 207652, 207601, 155283, 142026, 196891, 216222, 119256, 84487, 82875, 211076, 77224, 132135, 185101, 188073, 89619, 160642, 245370, 29389, 126002, 167180, 219449, 125500, 215213, 87942, 156362, 217334, 206411, 160773, 206751, 235058, 217681, 139995, 167136, 125849]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],34
154,0.0,32905,0.0,chunk_0002,"[52944, 8997, 85350, 174427, 42624, 45275, 179113, 73860, 63651, 13403]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],35
222,0.0,33442,0.0,chunk_0000,"[46536, 19910, 61633, 130370, 51429, 3411, 3497, 151369, 130833, 131825, 101514, 9775, 48985, 6444, 83574, 11042, 14789, 28667, 4689, 191298, 235948, 44942, 142048, 227803, 133614, 62426, 157331, 232146, 16240, 3387, 34121, 36981, 33564, 214087, 241103, 234231, 3446, 233707, 8116, 66849, 80930, 42536, 72050, 195607, 30192, 104163, 233186, 196671, 48719, 39037]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],36
727,0.0,31474,0.0,chunk_0000,"[116063, 95658, 4166, 1509, 138123, 151267, 77021, 31819, 191828, 18702, 146520, 150653, 134162, 46520, 212731, 121990, 51554, 163118, 135931, 146655, 215854, 135026, 141592, 242920, 16975, 180098, 126202, 148738, 119911, 152539, 103293, 177774, 218031, 232634, 170681, 210752, 132087, 223459, 18060, 155638, 106104, 142497, 217547, 237961, 233550, 249875, 43259, 42656, 133265, 160484]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],37
230,0.0,17738,0.0,chunk_0000,"[189302, 168850, 214712, 81159, 208221, 228766, 78495, 64496, 192899, 109371, 108002, 94133, 182697, 111611, 8202, 216755, 98065, 189547, 155250, 141264, 111028, 123134, 225299, 57148, 72399, 10614, 14610, 195398, 137434, 159868, 211076, 205657, 80568, 167095, 75176, 127483, 5085, 181355, 233642, 62902, 52774, 139321, 44195, 83041, 50245, 202166, 235052, 21291, 202617, 54620]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],38
351,0.0,29015,0.0,chunk_0002,"[38851, 38860, 221806, 144047, 112602, 54442, 77085, 216753, 155274, 26357]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],39
751,0.0,34471,0.0,chunk_0000,"[204214, 157911, 84694, 128037, 70334, 36137, 122326, 212549, 107972, 231400, 225892, 146734, 177128, 244842, 72920, 198829, 190796, 108906, 192120, 162896, 94951, 134995, 227260, 215809, 71687, 91728, 68544, 128437, 252863, 210960, 86967, 101101, 242857, 183225, 23069, 4166, 255243, 231815, 224393, 250124, 93683, 210722, 128951, 162001, 198899, 123446, 225580, 216289, 192563, 202309]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],40
264,0.0,33442,0.0,chunk_0000,"[3249, 13576, 34305, 26204, 175006, 64452, 81263, 130666, 52996, 84325, 186015, 178392, 216810, 112614, 120434, 41385, 207167, 92427, 146827, 21800, 176608, 207288, 250123, 204769, 105423, 147388, 7818, 164374, 212549, 40569, 1635, 124292, 218816, 228229, 176864, 95658, 14309, 89798, 163830, 50645, 184761, 181581, 211593, 809, 52486, 72324, 14414, 107425, 85150, 23589]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],41
313,0.0,33442,0.0,chunk_0000,"[12589, 217931, 168286, 102851, 24237, 27104, 230476, 47652, 52268, 2247, 2145, 220578, 185587, 135550, 153888, 166362, 1170, 35104, 156777, 134663, 5171, 139, 11553, 219820, 59661, 52354, 15314, 17610, 27366, 151064, 220782, 181915, 235248, 203512, 16404, 18264, 126948, 234802, 37951, 52275, 178404, 21582, 2714, 2563, 126705, 16686, 141960, 202027, 168, 145503]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],42
387,5.449447780847549e-08,21948,5.960464477539063e-08,chunk_0002,"[22799, 81948, 183157, 11856, 37440, 222700, 15005, 191882, 53632, 189165]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],43
106,1.1099688708782196e-07,17636,1.1920928955078125e-07,chunk_0000,"[1889, 17244, 19594, 3488, 5488, 123135, 56256, 6992, 14606, 476, 49902, 9951, 14240, 41768, 166473, 3757, 4078, 671, 73165, 25147, 10113, 6728, 182438, 6253, 208869, 218212, 232811, 12090, 191107, 220171, 25619, 217589, 49926, 8954, 12404, 7763, 28491, 1268, 105371, 7487, 231727, 59971, 8746, 187705, 26163, 4403, 46348, 47120, 59184, 15796]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],44
248,0.0,33442,0.0,chunk_0000,"[2309, 235265, 77504, 209179, 98120, 13361, 3564, 5826, 8131, 9319, 233737, 5585, 72264, 235289, 2157, 131187, 3599, 3807, 24862, 235403, 4187, 174719, 6724, 42706, 147410, 69891, 207300, 1521, 235412, 203500, 99077, 15914, 21991, 228735, 82086, 48211, 65103, 481, 235274, 8352, 75561, 39484, 237495, 57934, 235284, 15222, 72950, 16433, 9231, 119763]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],45
95,0.0,33442,0.0,chunk_0002,"[192563, 62514, 68667, 229766, 176152, 212436, 218603, 26141, 128124, 170707]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],46
332,0.0,33442,0.0,chunk_0000,"[19021, 207176, 180559, 217174, 213057, 228519, 224528, 131605, 225810, 232202, 210181, 226464, 163679, 147921, 154599, 230051, 200506, 234977, 168555, 178151, 137553, 44942, 204991, 144070, 132035, 156512, 217414, 190456, 182951, 111332, 200089, 154217, 152586, 189058, 188580, 93809, 201769, 18345, 124466, 206379, 50362, 233510, 41388, 65968, 210241, 143446, 159736, 101357, 162296, 191127]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],47
450,0.0,33442,0.0,chunk_0000,"[182697, 124489, 53823, 111614, 130263, 94969, 206255, 100185, 211318, 144320, 63000, 134058, 128202, 144485, 181268, 223662, 157515, 145478, 115000, 235055, 124366, 126409, 157769, 179707, 174210, 232756, 3359, 207705, 128942, 203891, 230300, 97413, 188908, 233570, 223280, 67186, 66002, 171321, 227245, 196791, 233819, 222100, 239813, 213212, 146365, 55265, 225061, 220362, 219510, 202700]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],48
103,0.0,33442,0.0,chunk_0000,"[41385, 171551, 14691, 64480, 156419, 44587, 230174, 152426, 122181, 168491, 36455, 75143, 134675, 215028, 189837, 152985, 91440, 196891, 195174, 195484, 70248, 204458, 63651, 222759, 79514, 229098, 231053, 207518, 108481, 112468, 42752, 145042, 76285, 62740, 229594, 230553, 219607, 71358, 155247, 152539, 152465, 202166, 161153, 109531, 147339, 191530, 7685, 211076, 66317, 164984]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],49
206,0.0,33442,0.0,chunk_0000,"[54199, 66562, 66997, 186920, 89107, 86434, 121159, 128187, 218806, 221442, 215028, 70248, 184402, 62740, 203255, 99217, 114904, 227249, 186931, 94695, 212549, 87942, 119569, 174788, 53767, 192563, 166196, 194106, 230425, 172208, 104479, 84694, 167136, 128392, 230553, 65688, 39600, 149927, 189837, 107483, 205974, 111432, 200619, 33573, 177305, 191530, 201690, 115345, 101671, 230174]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],50
242,1.6819755546748639e-07,15199,1.7881393432617188e-07,chunk_0002,"[16382, 7716, 43244, 21949, 6959, 91613, 18774, 9439, 98520, 25705]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],51
577,0.0,33442,0.0,chunk_0000,"[22511, 26491, 197480, 139174, 120593, 37040, 167338, 92560, 58221, 132957, 229215, 110701, 155316, 201994, 146200, 54907, 221007, 175460, 222983, 133697, 230483, 169328, 110194, 210729, 29937, 26537, 224338, 216755, 220475, 157647, 30662, 168722, 232995, 201181, 134305, 212597, 206160, 165569, 108333, 67983, 135476, 158180, 227570, 197830, 186317, 189547, 178776, 207486, 143717, 166363]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],52
671,7.562092505395412e-07,6162,7.748603820800781e-07,chunk_0002,"[146882, 167059, 49059, 67338, 186226, 230576, 129854, 231344, 88066, 175460]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],53
307,0.0,33442,0.0,chunk_0000,"[104688, 108481, 130263, 118968, 578, 219607, 154251, 156134, 75888, 18367, 175509, 8042, 143354, 199735, 175618, 182697, 12132, 68259, 199423, 153751, 5119, 63000, 121708, 218056, 124489, 181580, 132141, 129328, 208922, 109067, 53823, 150001, 71133, 223662, 63341, 139005, 189074, 55947, 41610, 59622, 200440, 116343, 103728, 6809, 139338, 159659, 78861, 169156, 128411, 209493]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],54
721,8.869764860719442e-06,2031,8.940696716308594e-06,chunk_0002,"[1809, 34330, 54130, 32056, 126591, 183157, 64312, 186567, 13835, 20467]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],55
457,4.67320904135704e-07,5109,4.76837158203125e-07,chunk_0002,"[4975, 4094, 14949, 46934, 3139, 37688, 143848, 17588, 18129, 148385]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],56
190,0.0,33442,0.0,chunk_0000,"[160621, 94695, 209643, 101671, 127983, 74700, 157911, 169747, 90434, 7404, 65688, 212735, 97512, 231400, 76399, 218208, 185544, 40588, 220934, 200493, 119569, 225580, 138904, 171389, 79179, 216932, 222009, 90430, 47434, 42825, 249450, 255667, 122791, 11052, 244085, 105314, 115591, 225897, 223921, 73146, 156008, 129883, 159111, 230109, 174596, 250124, 24846, 121159, 133956, 153639]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],57
223,0.0,33442,0.0,chunk_0000,"[230179, 246922, 78036, 136527, 31280, 198829, 171551, 159916, 166855, 217589, 213869, 220599, 207532, 177463, 21818, 122181, 234936, 205722, 169589, 111685, 32073, 225946, 148646, 120418, 115761, 214712, 232756, 193108, 197948, 122629, 108481, 48338, 26357, 1940, 116703, 197065, 179895, 212157, 140283, 199292, 35856, 94969, 17356, 60382, 43351, 127983, 142798, 186142, 107022, 144216]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],58
565,0.0002120317332446575,194,0.00021219253540039062,chunk_0002,"[3712, 9463, 36900, 7545, 6705, 7501, 53275, 71653, 25063, 30281]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],59
549,1.724038738757372e-07,9177,1.7881393432617188e-07,chunk_0002,"[180245, 48180, 135802, 132481, 171725, 45138, 113079, 121094, 73756, 120646]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],60
28,0.0,33442,0.0,chunk_0000,"[88186, 664, 573, 6263, 46999, 777, 84850, 97467, 28710, 217869, 11509, 233400, 235283, 82385, 12225, 8689, 122181, 724, 19953, 87191, 714, 7851, 586, 16273, 6886, 57469, 139676, 1148, 150914, 19540, 214428, 16544, 174373, 21469, 687, 570, 155910, 2244, 12253, 67567, 809, 33349, 117747, 30499, 74714, 186015, 209267, 102239, 201182, 138292]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],61
19,2.4572219699621198e-05,1080,2.467632293701172e-05,chunk_0002,"[211636, 25113, 41387, 211363, 8947, 142403, 49132, 54142, 106278, 229431]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],62
250,5.449447780847549e-08,21948,5.960464477539063e-08,chunk_0000,"[20003, 53256, 95322, 131000, 235164, 64522, 95014, 12175, 38808, 180247, 141334, 177000, 187907, 7387, 234397, 46927, 74811, 190123, 72663, 121159, 181832, 29813, 46844, 121379, 37460, 13092, 61017, 197437, 19354, 35379, 81340, 14383, 132812, 112963, 13514, 17255, 238584, 30073, 121615, 10947, 149919, 217777, 104812, 89467, 7174, 11872, 73324, 8692, 31788, 14780]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],63
303,0.0,33442,0.0,chunk_0000,"[76373, 230268, 68479, 32791, 36238, 177222, 62391, 34919, 72579, 48150, 89220, 23823, 79998, 231686, 105656, 195650, 103232, 46041, 6875, 16567, 113097, 18677, 111999, 2161, 99312, 155287, 72931, 35063, 39283, 95658, 42423, 145562, 199760, 23698, 130972, 66085, 224393, 40224, 189436, 132568, 85206, 221196, 39922, 98159, 76516, 166893, 22128, 108514, 174676, 57142]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],64
628,1.72607337590307e-05,1243,1.7344951629638672e-05,chunk_0002,"[6785, 17345, 32572, 16324, 27626, 102854, 70097, 65912, 123820, 40413]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0002/output_scores/topk_50/output_scores.json,[],65
32,0.0,40475,0.0,chunk_0000,"[122326, 138904, 44942, 206993, 126536, 182197, 110633, 189992, 52944, 160643, 160621, 121159, 62740, 72821, 141592, 91728, 151160, 244842, 196673, 224805, 179409, 113359, 192563, 189302, 40561, 252765, 250124, 144751, 142755, 74700, 48686, 78579, 58909, 95658, 225312, 212549, 168096, 194879, 217552, 165043, 115723, 106938, 65688, 97944, 209289, 177685, 216755, 33974, 122988, 109874]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],66
395,0.0,9861,0.0,chunk_0000,"[212946, 234397, 197186, 118452, 124489, 222951, 191662, 106532, 190249, 211923, 211318, 205191, 18187, 154706, 94129, 74807, 73516, 115883, 223399, 175538, 210375, 110401, 37993, 152291, 133093, 230363, 109597, 77008, 194798, 156801, 168499, 152594, 169933, 190193, 218321, 229386, 80563, 130913, 214757, 204767, 213525, 229815, 227979, 120878, 159614, 193284, 210571, 216244, 107222, 230064]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],67
447,0.0,33442,0.0,chunk_0000,"[60462, 109371, 144389, 78361, 213945, 119739, 250123, 220575, 202076, 197550, 151267, 217589, 56268, 230554, 209872, 203269, 178171, 183225, 113869, 45173, 198203, 143845, 133161, 230553, 219979, 231819, 89833, 195329, 250993, 100326, 205539, 231598, 248037, 120795, 245198, 171031, 134675, 65876, 140481, 254686, 69040, 123256, 51144, 159269, 222484, 224805, 179038, 197829, 233201, 199892]",experiments/clar_vocab2/gemma-2-9b-it/layer_20/reason_scores/chunk_0000/output_scores/topk_50/output_scores.json,[],68
