feature_id,output_score_agg,best_output_score,best_vocab,vocabs_present,per_vocab_scores_json,top_tokens_str,cluster
547,3.210176713764668e-05,3.210176713764668e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 3.210176713764668e-05, ""question"": 3.210176713764668e-05, ""combined"": 3.210176713764668e-05}","[' loading', ' isLoading', 'loading', ' loaded', ' loadings']",15
72,2.066406514495611e-05,2.066406514495611e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.066406514495611e-05, ""question"": 2.066406514495611e-05, ""combined"": 2.066406514495611e-05}","[' ord', 'ord', 'charCodeAt', ""('"", ' oike']",16
42,6.823651492595672e-07,6.823651492595672e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 6.823651492595672e-07}","[' letters', ' letter', ' alphabet', 'letters', 'letter']",16
59,1.0524457320570946e-07,1.0524457320570946e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 1.0524457320570946e-07, ""question"": 1.0524457320570946e-07, ""combined"": 1.0524457320570946e-07}","[' alley', ' street', ' narrow', ' alleys', ' streets']",17
769,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 5.044438876211643e-08}","[' upstairs', ' downstairs', ' floor', ' floors', 'Upstairs']",17
315,6.260883994400501e-06,6.260883994400501e-06,question,"combined,question","{""question"": 6.260883994400501e-06, ""combined"": 6.260883994400501e-06}","[' !(', '!(', ' !', 'AndEndTag', ' ((']",18
411,1.0507600381970406e-07,1.0507600381970406e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 1.0507600381970406e-07, ""question"": 1.0507600381970406e-07, ""combined"": 1.0507600381970406e-07}","['他是', '她是', ' he', ' she', '此人']",18
488,0.2358380012512207,0.2358380012512207,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.2358380012512207, ""question"": 0.2358380012512207, ""combined"": 0.2358380012512207}","[' dozen', ' wenige', ' hundred', ' weeks', ' wenigen']",19
92,0.011702851176261901,0.011702851176261901,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.011702851176261901}","[')..', ' ..', ""'.."", '..', ',..']",19
603,3.703914815559983e-06,3.703914815559983e-06,question,"combined,question","{""question"": 3.703914815559983e-06, ""combined"": 3.703914815559983e-06}","['uuu', 'uu', 'uuuu', 'uuuuu', 'u']",19
631,0.6533177604675293,0.6533177604675293,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.6533177604675293, ""question"": 0.6533177604675293, ""combined"": 0.6533177604675293}","[' be', ' have', ' become', ' take', ' come']",20
494,1.6135652549564837e-07,1.6135652549564837e-07,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 1.6135652549564837e-07, ""combined"": 1.6135652549564837e-07}","[' proven', ' instrumental', ' steadily', '一直', 'principalColumn']",20
308,0.08752373027801513,0.08752373027801513,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.08752373027801513}","[' how', ' why', ' cómo', ' bagaimana', 'how']",21
704,3.5212654620409015e-06,3.5212654620409015e-06,question,"combined,question","{""question"": 3.5212654620409015e-06, ""combined"": 3.5212654620409015e-06}","[' pioneers', ' fascinating', ' histories', ' pioneering', ' history']",21
233,2.182070165872574e-07,2.182070165872574e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.182070165872574e-07, ""question"": 2.182070165872574e-07, ""combined"": 2.182070165872574e-07}","[' midfield', ' midfielder', ' middle', ' zentral', ' central']",22
612,3.3316249027848244e-07,3.3316249027848244e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 3.3316249027848244e-07, ""question"": 3.3316249027848244e-07, ""combined"": 3.3316249027848244e-07}","[' Montreal', ' Quebec', 'Montreal', 'Quebec', ' québéco']",23
715,0.00010795726836659014,0.00010795726836659014,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.00010795726836659014, ""question"": 0.00010795726836659014, ""combined"": 0.00010795726836659014}","[' though', 'though', 'handed', 'Though', ' THOUGH']",24
293,4.781129769980907e-06,4.781129769980907e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 4.781129769980907e-06, ""question"": 4.781129769980907e-06, ""combined"": 4.781129769980907e-06}","['wise', 'liest', 'lier', ' unto', ' gustar']",24
523,0.0004170809406787157,0.0004170809406787157,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0004170809406787157, ""question"": 0.0004170809406787157, ""combined"": 0.0004170809406787157}","[' St', ' Saint', ' Infór', ' Sankt', ' Petersburg']",25
540,8.635345380753278e-06,8.635345380753278e-06,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 8.635345380753278e-06}","[' Java', ' java', 'Java', ' Javan', ' JAVA']",25
623,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 5.044438876211643e-08, ""question"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","['Collections', ' collections', 'Personensuche', 'Portale', ' المعيارى']",25
115,0.0012862805090844633,0.0012862805090844633,question,question,"{""question"": 0.0012862805090844633}","[' IMO', ' IMHO', ' imo', 'IMHO', 'IMO']",26
289,9.530860232189298e-06,9.530860232189298e-06,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 9.530860232189298e-06}","[' foreseeable', ' immediate', ' forse', 'immediate', ' almeno']",26
1,0.004199637159705162,0.004199637159705162,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.004199637159705162, ""question"": 0.004199637159705162, ""combined"": 0.004199637159705162}","[' something', ' somehow', ' somewhere', ' perhaps', ' faulty']",27
7,2.75543425232172e-07,2.75543425232172e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.75543425232172e-07, ""question"": 2.75543425232172e-07, ""combined"": 2.75543425232172e-07}","[' alcoholism', ' immunosupp', ' diabetes', ' smoking', ' cigarette']",27
452,3.472576104104519e-05,3.472576104104519e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 3.472576104104519e-05, ""question"": 3.472576104104519e-05, ""combined"": 3.472576104104519e-05}","[' header', 'header', ' navbar', ' toolbar', ' bar']",28
21,3.328048624098301e-07,3.328048624098301e-07,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 3.328048624098301e-07, ""combined"": 3.328048624098301e-07}","[' preamble', 'Preamble', ' prerequisites', ' prépar', 'pre']",28
498,6.004688120447099e-05,6.004688120447099e-05,question,"combined,question","{""question"": 6.004688120447099e-05, ""combined"": 6.004688120447099e-05}","[' researchers', 'Researchers', ' scientists', ' researcher', ' Researchers']",29
567,4.352714866399765e-06,4.352714866399765e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 4.352714866399765e-06, ""question"": 4.352714866399765e-06, ""combined"": 4.352714866399765e-06}","[' UFO', 'UFO', ' ufo', ' conspiracy', ' conspira']",29
163,1.5249685384333135e-07,1.5249685384333135e-07,combined,combined,"{""combined"": 1.5249685384333135e-07}","['öss', 'expandindo', '________________', ' initComponents', 'classmethod']",30
467,0.9956015796661377,0.9956015796661377,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.9956015796661377, ""question"": 0.9956015796661377, ""combined"": 0.9956015796661377}","['-', '‐', ' chrétien', '‑', ' Inscrivez']",31
194,1.0524457320570946e-07,1.0524457320570946e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 1.0524457320570946e-07}","[' emeritus', 'MockBean', 'GOTREF', ' for', ' presso']",31
386,0.014716699630022048,0.014716699630022048,question,"combined,question","{""question"": 0.014716699630022048, ""combined"": 0.014716699630022048}","[' automatic', ' optional', ' Bluetooth', ' Automatic', 'automatic']",32
37,0.0007851268518716096,0.0007851268518716096,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.0007851268518716096}","[' amenities', ' shops', ' restaurants', ' conveniences', ' schools']",32
635,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","[' tkinter', ' tk', ' Tk', 'tk', ' ttk']",33
780,0.0002741717267781496,0.0002741717267781496,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0002741717267781496, ""question"": 0.0002741717267781496, ""combined"": 0.0002741717267781496}","[' second', 'Second', '二', 'second', ' Second']",34
730,5.65527006983757e-07,5.65527006983757e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 5.65527006983757e-07}","['<h2>', 'SECONDARY', '<h1>', 'aarrggbb', ' secondary']",34
504,5.133659578859806e-08,5.133659578859806e-08,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 5.133659578859806e-08, ""question"": 5.133659578859806e-08, ""combined"": 5.133659578859806e-08}","['Council', ' Councils', ' Council', ' COUNCIL', ' councils']",35
264,0.9580040702819824,0.9580040702819824,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.9580040702819824, ""question"": 0.9580040702819824, ""combined"": 0.9580040702819824}","[' I', ' we', '私は', '私も', 'I']",36
124,0.20312341308593748,0.20312341308593748,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.20312341308593748, ""question"": 0.20312341308593748, ""combined"": 0.20312341308593748}","[' we', ' you', ' it', ' they', ' I']",36
550,0.06903022241592408,0.06903022241592408,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.06903022241592408, ""question"": 0.06903022241592408, ""combined"": 0.06903022241592408}","[' my', ' myself', ' mijn', ' I', ' meiner']",36
778,0.008292925089597702,0.008292925089597702,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.008292925089597702, ""question"": 0.008292925089597702, ""combined"": 0.008292925089597702}","[' she', ' he', ' they', ' you', ' we']",36
518,0.00038987910002470015,0.00038987910002470015,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.00038987910002470015}","[' se', ' us', ' dalamnya', ' him', ' mulia']",37
31,1.34272500872612e-06,1.34272500872612e-06,question,question,"{""question"": 1.34272500872612e-06}","[' Serviço', ' emisión', ' válida', ' prioridad', ' complejidad']",37
302,0.4506818332672119,0.4506818332672119,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 0.4506818332672119, ""combined"": 0.4506818332672119}","[' saying', ' said', ' mengatakan', 'saying', ' stating']",38
228,0.09442028021812439,0.09442028021812439,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.09442028021812439}","[' officials', ' declar', ' spokesman', ' spokesperson', ' spokes']",38
562,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","[' Speaking', 'Speaking', ' speaking', 'speaking', ' disclosed']",38
678,2.176845446228981e-07,2.176845446228981e-07,question,question,"{""question"": 2.176845446228981e-07}","['().', '("""").', ').', ' ().', '++.']",39
118,0.9540978355407714,0.9540978355407714,question,"combined,question","{""question"": 0.9540978355407714, ""combined"": 0.9540978355407714}","[' details', ' detail', ' Details', 'details', 'Details']",40
93,0.5488259811401367,0.5488259811401367,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.5488259811401367}","[' thorough', ' thoroughly', ' comprehensive', ' Thorough', ' exhaustive']",40
145,0.0007064932398498058,0.0007064932398498058,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0007064932398498058, ""question"": 0.0007064932398498058, ""combined"": 0.0007064932398498058}","[' spoiler', 'AndEndTag', ' cliché', ' cliche', ' spoilers']",40
173,1.2326430529356002e-05,1.2326430529356002e-05,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 1.2326430529356002e-05}","[' description', ' descriptions', 'description', ' descriptive', ' descrip']",40
70,3.328048624098301e-07,3.328048624098301e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 3.328048624098301e-07}","[' Namely', ' namely', ' nämlich', 'namely', ' namelijk']",41
337,2.2773358505219222e-06,2.2773358505219222e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.2773358505219222e-06, ""question"": 2.2773358505219222e-06, ""combined"": 2.2773358505219222e-06}","['AutoScaleMode', ' nachher', 'ungsver', 'halter', 'theil']",42
251,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 5.044438876211643e-08}","[' ISSN', ' africains', 'ISSN', ' amada', 'Дереккөздер']",43
242,1.8018102273344992e-06,1.8018102273344992e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 1.8018102273344992e-06, ""question"": 1.8018102273344992e-06, ""combined"": 1.8018102273344992e-06}","[' behavior', ' behaviour', ' Behavior', ' BEHAVIOR', ' behavioral']",44
397,7.99583736807108e-07,7.99583736807108e-07,question,question,"{""question"": 7.99583736807108e-07}","[' discount', ' discounts', ' promotions', ' promotion', ' discounted']",45
582,5.367812421172857e-05,5.367812421172857e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 5.367812421172857e-05, ""question"": 5.367812421172857e-05, ""combined"": 5.367812421172857e-05}","[' Ig', ' ig', 'Ign', ' rig', 'Ig']",46
614,1.920238137245178e-06,1.920238137245178e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 1.920238137245178e-06, ""question"": 1.920238137245178e-06, ""combined"": 1.920238137245178e-06}","[' rights', ' all', ' All', ' Rights', ' Distributed']",47
184,0.00043496263679116965,0.00043496263679116965,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.00043496263679116965, ""question"": 0.00043496263679116965, ""combined"": 0.00043496263679116965}","[' dis', ' Dis', 'Dis', 'dis', ' DIS']",48
530,2.7870605466887353e-05,2.7870605466887353e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.7870605466887353e-05, ""question"": 2.7870605466887353e-05, ""combined"": 2.7870605466887353e-05}","[' sleep', ' Sleep', 'Sleep', 'sleep', ' SLEEP']",49
419,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 5.044438876211643e-08}","['Tom', ' Aquinas', ' informée', ' Tom', ' insuffisamment']",50
84,0.08135890984535218,0.08135890984535218,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 0.08135890984535218, ""combined"": 0.08135890984535218}","[' Florida', ' California', ' Chicago', ' Colorado', ' Arizona']",51
577,0.03497232484817505,0.03497232484817505,question,"combined,question","{""question"": 0.03497232484817505, ""combined"": 0.03497232484817505}","[' compression', ' compress', ' compressed', ' Compression', 'compression']",52
172,0.014128976345062256,0.014128976345062256,question,"combined,question","{""question"": 0.014128976345062256, ""combined"": 0.014128976345062256}","[' trees', ' efficiently', 'trees', ' tree', ' queries']",52
402,5.144556052982807e-08,5.144556052982807e-08,question,"combined,question","{""question"": 5.144556052982807e-08, ""combined"": 5.144556052982807e-08}","['bcryptjs', ' bcrypt', 'fjspx', 'PasswordEncoder', ' nahilalakip']",53
438,0.6040015468597412,0.6040015468597412,question,"combined,question","{""question"": 0.6040015468597412, ""combined"": 0.6040015468597412}","[' version', ' versions', ' versión', ' Version', 'version']",54
214,0.1050402729511261,0.1050402729511261,question,"combined,question","{""question"": 0.1050402729511261, ""combined"": 0.1050402729511261}","[' version', ' Version', ' versions', 'Version', 'version']",54
111,0.00034246697556227445,0.00034246697556227445,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.00034246697556227445}","[' Bug', ' BUG', 'Bug', ' bug', 'bug']",55
355,3.098681708797813e-05,3.098681708797813e-05,question,"combined,question","{""question"": 3.098681708797813e-05, ""combined"": 3.098681708797813e-05}","[' GG', ' nong', ' GHS', ' GF', ' GH']",56
196,0.029936925530433655,0.029936925530433655,question,"combined,question","{""question"": 0.029936925530433655, ""combined"": 0.029936925530433655}","[' translation', ' translate', ' translated', ' translating', ' Translation']",57
52,0.9975546970367432,0.9975546970367432,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.9975546970367432, ""question"": 0.9975546970367432, ""combined"": 0.9975546970367432}","[',', '、', ' highly', ' yet', ' colourful']",58
809,0.14782541608810426,0.14782541608810426,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 0.14782541608810426, ""combined"": 0.14782541608810426}","[' effect', 'effect', ' effects', 'Effect', 'effects']",59
177,9.171441197395324e-07,9.171441197395324e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 9.171441197395324e-07, ""question"": 9.171441197395324e-07, ""combined"": 9.171441197395324e-07}","[' Unix', ' unix', ' stamp', 'stamp', 'Unix']",60
256,1.030946709215641e-05,1.030946709215641e-05,question,"combined,question","{""question"": 1.030946709215641e-05, ""combined"": 1.030946709215641e-05}","[' tomorrow', ' mobilisation', ' organise', ' civilisation', ' authorisation']",61
247,4.205192299559712e-05,4.205192299559712e-05,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 4.205192299559712e-05}","[' dataset', ' datasets', ' Dataset', '数据集', 'Dataset']",62
294,0.0007026795111596584,0.0007026795111596584,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0007026795111596584, ""question"": 0.0007026795111596584, ""combined"": 0.0007026795111596584}","[' tell', 'Tell', 'tale', ' Tell', ' TELL']",63
110,0.0021797588467597964,0.0021797588467597964,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0021797588467597964, ""question"": 0.0021797588467597964, ""combined"": 0.0021797588467597964}","[' upon', ' UPON', ' Upon', 'mektedir', ' utilice']",64
245,0.4033187370300293,0.4033187370300293,question,"combined,question","{""question"": 0.4033187370300293, ""combined"": 0.4033187370300293}","[' stop', ' cease', ' Stop', ' cesse', 'Stop']",65
773,6.823651492595672e-07,6.823651492595672e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 6.823651492595672e-07, ""question"": 6.823651492595672e-07, ""combined"": 6.823651492595672e-07}","[' stupid', ' idiot', ' idiots', ' idiotic', 'stupid']",65
735,4.46201884187758e-05,4.46201884187758e-05,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 4.46201884187758e-05}","[' loving', ' love', ' loves', 'love', ' precious']",66
