feature_id,output_score_agg,best_output_score,best_vocab,vocabs_present,per_vocab_scores_json,top_tokens_str,cluster
355,3.098681708797813e-05,3.098681708797813e-05,question,"combined,question","{""question"": 3.098681708797813e-05, ""combined"": 3.098681708797813e-05}","[' GG', ' nong', ' GHS', ' GF', ' GH']",0
72,2.066406514495611e-05,2.066406514495611e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.066406514495611e-05, ""question"": 2.066406514495611e-05, ""combined"": 2.066406514495611e-05}","[' ord', 'ord', 'charCodeAt', ""('"", ' oike']",0
227,5.303984507918358e-06,5.303984507918358e-06,question,"combined,question","{""question"": 5.303984507918358e-06, ""combined"": 5.303984507918358e-06}","[' racism', ' racist', ' racial', ' racially', ' Racism']",0
812,3.6396803334355352e-06,3.6396803334355352e-06,question,"combined,question","{""question"": 3.6396803334355352e-06, ""combined"": 3.6396803334355352e-06}","[' paperwork', ' trámite', ' trámites', ' tramit', ' procedures']",0
704,3.5212654620409015e-06,3.5212654620409015e-06,question,"combined,question","{""question"": 3.5212654620409015e-06, ""combined"": 3.5212654620409015e-06}","[' pioneers', ' fascinating', ' histories', ' pioneering', ' history']",0
614,1.920238137245178e-06,1.920238137245178e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 1.920238137245178e-06, ""question"": 1.920238137245178e-06, ""combined"": 1.920238137245178e-06}","[' rights', ' all', ' All', ' Rights', ' Distributed']",0
242,1.8018102273344992e-06,1.8018102273344992e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 1.8018102273344992e-06, ""question"": 1.8018102273344992e-06, ""combined"": 1.8018102273344992e-06}","[' behavior', ' behaviour', ' Behavior', ' BEHAVIOR', ' behavioral']",0
413,1.2111933901906014e-06,1.2111933901906014e-06,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 1.2111933901906014e-06}","[' bodybuilding', ' muscle', 'muscle', ' Muscle', 'Muscle']",0
177,9.171441197395324e-07,9.171441197395324e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 9.171441197395324e-07, ""question"": 9.171441197395324e-07, ""combined"": 9.171441197395324e-07}","[' Unix', ' unix', ' stamp', 'stamp', 'Unix']",0
690,8.583487942814827e-07,8.583487942814827e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 8.583487942814827e-07}","[' ritual', ' ceremony', ' ceremonies', ' rituals', ' Ritual']",0
42,6.823651492595672e-07,6.823651492595672e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 6.823651492595672e-07}","[' letters', ' letter', ' alphabet', 'letters', 'letter']",0
703,6.273607723414898e-07,6.273607723414898e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 6.273607723414898e-07, ""question"": 6.273607723414898e-07, ""combined"": 6.273607723414898e-07}","[' WAC', ' GAC', ' Wic', ' Alec', ' Hec']",0
309,4.489123821258545e-07,4.489123821258545e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 4.489123821258545e-07}","[' Tampa', 'Tampa', ' Hillsborough', 'tampa', ' tampa']",0
494,1.6135652549564837e-07,1.6135652549564837e-07,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 1.6135652549564837e-07, ""combined"": 1.6135652549564837e-07}","[' proven', ' instrumental', ' steadily', '一直', 'principalColumn']",0
194,1.0524457320570946e-07,1.0524457320570946e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 1.0524457320570946e-07}","[' emeritus', 'MockBean', 'GOTREF', ' for', ' presso']",0
402,5.144556052982807e-08,5.144556052982807e-08,question,"combined,question","{""question"": 5.144556052982807e-08, ""combined"": 5.144556052982807e-08}","['bcryptjs', ' bcrypt', 'fjspx', 'PasswordEncoder', ' nahilalakip']",0
419,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 5.044438876211643e-08}","['Tom', ' Aquinas', ' informée', ' Tom', ' insuffisamment']",0
635,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","[' tkinter', ' tk', ' Tk', 'tk', ' ttk']",0
264,0.9580040702819824,0.9580040702819824,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.9580040702819824, ""question"": 0.9580040702819824, ""combined"": 0.9580040702819824}","[' I', ' we', '私は', '私も', 'I']",1
118,0.9540978355407714,0.9540978355407714,question,"combined,question","{""question"": 0.9540978355407714, ""combined"": 0.9540978355407714}","[' details', ' detail', ' Details', 'details', 'Details']",1
158,0.6313451900482178,0.6313451900482178,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.6313451900482178}","[' some', ' quelques', 'some', ' einige', 'Some']",1
438,0.6040015468597412,0.6040015468597412,question,"combined,question","{""question"": 0.6040015468597412, ""combined"": 0.6040015468597412}","[' version', ' versions', ' versión', ' Version', 'version']",1
93,0.5488259811401367,0.5488259811401367,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.5488259811401367}","[' thorough', ' thoroughly', ' comprehensive', ' Thorough', ' exhaustive']",1
302,0.4506818332672119,0.4506818332672119,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 0.4506818332672119, ""combined"": 0.4506818332672119}","[' saying', ' said', ' mengatakan', 'saying', ' stating']",1
121,0.44384592247009275,0.44384592247009275,question,question,"{""question"": 0.44384592247009275}","[' answer', ' answers', ' answered', 'answer', ' Answer']",1
245,0.4033187370300293,0.4033187370300293,question,"combined,question","{""question"": 0.4033187370300293, ""combined"": 0.4033187370300293}","[' stop', ' cease', ' Stop', ' cesse', 'Stop']",1
124,0.20312341308593748,0.20312341308593748,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.20312341308593748, ""question"": 0.20312341308593748, ""combined"": 0.20312341308593748}","[' we', ' you', ' it', ' they', ' I']",1
208,0.15490541124343873,0.15490541124343873,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.15490541124343873, ""question"": 0.15490541124343873, ""combined"": 0.15490541124343873}","['This', ' this', 'Okay', 'Interesting', ' This']",1
214,0.1050402729511261,0.1050402729511261,question,"combined,question","{""question"": 0.1050402729511261, ""combined"": 0.1050402729511261}","[' version', ' Version', ' versions', 'Version', 'version']",1
228,0.09442028021812439,0.09442028021812439,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.09442028021812439}","[' officials', ' declar', ' spokesman', ' spokesperson', ' spokes']",1
84,0.08135890984535218,0.08135890984535218,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 0.08135890984535218, ""combined"": 0.08135890984535218}","[' Florida', ' California', ' Chicago', ' Colorado', ' Arizona']",1
421,0.07751374006271362,0.07751374006271362,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.07751374006271362}","[' case', ' cases', ' caso', ' casos', 'case']",1
550,0.06903022241592408,0.06903022241592408,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.06903022241592408, ""question"": 0.06903022241592408, ""combined"": 0.06903022241592408}","[' my', ' myself', ' mijn', ' I', ' meiner']",1
130,0.052855619430542,0.052855619430542,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.052855619430542, ""question"": 0.052855619430542, ""combined"": 0.052855619430542}","[' empty', ' vacant', ' missing', ' emptied', ' Empty']",1
196,0.029936925530433655,0.029936925530433655,question,"combined,question","{""question"": 0.029936925530433655, ""combined"": 0.029936925530433655}","[' translation', ' translate', ' translated', ' translating', ' Translation']",1
191,0.022658328115940093,0.022658328115940093,question,question,"{""question"": 0.022658328115940093}","['\n\n', '\n', 'private', '\n\n\n', ' private']",1
365,0.010894179582595824,0.010894179582595824,question,question,"{""question"": 0.010894179582595824}","[' address', ' addresses', 'address', ' Address', ' ADDRESS']",1
778,0.008292925089597702,0.008292925089597702,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.008292925089597702, ""question"": 0.008292925089597702, ""combined"": 0.008292925089597702}","[' she', ' he', ' they', ' you', ' we']",1
1,0.004199637159705162,0.004199637159705162,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.004199637159705162, ""question"": 0.004199637159705162, ""combined"": 0.004199637159705162}","[' something', ' somehow', ' somewhere', ' perhaps', ' faulty']",1
592,0.00384305227547884,0.00384305227547884,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.00384305227547884, ""question"": 0.00384305227547884, ""combined"": 0.00384305227547884}","[' tbh', ' stuff', ' here', ' honestly', ' myself']",1
109,0.003806710958480835,0.003806710958480835,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.003806710958480835, ""question"": 0.003806710958480835, ""combined"": 0.003806710958480835}","[' black', ' secondary', 'RegressionTest', ' neutrals', ' primary']",1
115,0.0012862805090844633,0.0012862805090844633,question,question,"{""question"": 0.0012862805090844633}","[' IMO', ' IMHO', ' imo', 'IMHO', 'IMO']",1
424,0.0011232177019119263,0.0011232177019119263,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.0011232177019119263}","[' transfer', 'transfer', ' Transfer', 'Transfer', ' transferência']",1
105,0.0008891380298882723,0.0008891380298882723,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0008891380298882723, ""question"": 0.0008891380298882723, ""combined"": 0.0008891380298882723}","[' script', ' story', ' poem', ' please', ' lyrics']",1
95,0.0007636424750089645,0.0007636424750089645,question,"combined,question","{""question"": 0.0007636424750089645, ""combined"": 0.0007636424750089645}","[' implement', ' mechanism', ' implemented', ' implementation', 'tagHelperRunner']",1
145,0.0007064932398498058,0.0007064932398498058,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0007064932398498058, ""question"": 0.0007064932398498058, ""combined"": 0.0007064932398498058}","[' spoiler', 'AndEndTag', ' cliché', ' cliche', ' spoilers']",1
294,0.0007026795111596584,0.0007026795111596584,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0007026795111596584, ""question"": 0.0007026795111596584, ""combined"": 0.0007026795111596584}","[' tell', 'Tell', 'tale', ' Tell', ' TELL']",1
523,0.0004170809406787157,0.0004170809406787157,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0004170809406787157, ""question"": 0.0004170809406787157, ""combined"": 0.0004170809406787157}","[' St', ' Saint', ' Infór', ' Sankt', ' Petersburg']",1
518,0.00038987910002470015,0.00038987910002470015,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.00038987910002470015}","[' se', ' us', ' dalamnya', ' him', ' mulia']",1
780,0.0002741717267781496,0.0002741717267781496,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.0002741717267781496, ""question"": 0.0002741717267781496, ""combined"": 0.0002741717267781496}","[' second', 'Second', '二', 'second', ' Second']",1
50,7.119554001837969e-05,7.119554001837969e-05,question,"combined,question","{""question"": 7.119554001837969e-05, ""combined"": 7.119554001837969e-05}","[' verb', ' verbs', ' noun', ' adjective', ' adverb']",1
735,4.46201884187758e-05,4.46201884187758e-05,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 4.46201884187758e-05}","[' loving', ' love', ' loves', 'love', ' precious']",1
247,4.205192299559712e-05,4.205192299559712e-05,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 4.205192299559712e-05}","[' dataset', ' datasets', ' Dataset', '数据集', 'Dataset']",1
452,3.472576104104519e-05,3.472576104104519e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 3.472576104104519e-05, ""question"": 3.472576104104519e-05, ""combined"": 3.472576104104519e-05}","[' header', 'header', ' navbar', ' toolbar', ' bar']",1
547,3.210176713764668e-05,3.210176713764668e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 3.210176713764668e-05, ""question"": 3.210176713764668e-05, ""combined"": 3.210176713764668e-05}","[' loading', ' isLoading', 'loading', ' loaded', ' loadings']",1
650,2.5419507175683976e-05,2.5419507175683976e-05,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.5419507175683976e-05, ""question"": 2.5419507175683976e-05, ""combined"": 2.5419507175683976e-05}","['"">//', 'reportWebVitals', 'WebVitals', 'GeoNames', 'VersionUID']",1
405,2.453344454988837e-05,2.453344454988837e-05,question,"combined,question","{""question"": 2.453344454988837e-05, ""combined"": 2.453344454988837e-05}","['!),', ' ?)', '?),', '!)', '!!)']",1
173,1.2326430529356002e-05,1.2326430529356002e-05,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 1.2326430529356002e-05}","[' description', ' descriptions', 'description', ' descriptive', ' descrip']",1
289,9.530860232189298e-06,9.530860232189298e-06,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 9.530860232189298e-06}","[' foreseeable', ' immediate', ' forse', 'immediate', ' almeno']",1
540,8.635345380753278e-06,8.635345380753278e-06,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 8.635345380753278e-06}","[' Java', ' java', 'Java', ' Javan', ' JAVA']",1
361,6.969278678297997e-06,6.969278678297997e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 6.969278678297997e-06, ""question"": 6.969278678297997e-06, ""combined"": 6.969278678297997e-06}","[' date', 'date', 'DATE', 'Date', ' Date']",1
315,6.260883994400501e-06,6.260883994400501e-06,question,"combined,question","{""question"": 6.260883994400501e-06, ""combined"": 6.260883994400501e-06}","[' !(', '!(', ' !', 'AndEndTag', ' ((']",1
248,4.9958808813244105e-06,4.9958808813244105e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 4.9958808813244105e-06, ""question"": 4.9958808813244105e-06, ""combined"": 4.9958808813244105e-06}","['EndContext', 'UnusedPrivate', ' actualidad', 'ArgsConstructor', ' almofada']",1
481,3.656800836324692e-06,3.656800836324692e-06,question,question,"{""question"": 3.656800836324692e-06}","[' sentence', '这句话', ' Sentence', ' frase', ' sentences']",1
638,2.8088875114917755e-06,2.8088875114917755e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.8088875114917755e-06, ""question"": 2.8088875114917755e-06, ""combined"": 2.8088875114917755e-06}","[' class', ' nonUne', 'class', ' sınıf', '}`}']",1
785,2.7169231325387954e-06,2.7169231325387954e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.7169231325387954e-06, ""question"": 2.7169231325387954e-06, ""combined"": 2.7169231325387954e-06}","[' excellently', ' admirably', ' deft', ' throughout', ' skillfully']",1
337,2.2773358505219222e-06,2.2773358505219222e-06,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.2773358505219222e-06, ""question"": 2.2773358505219222e-06, ""combined"": 2.2773358505219222e-06}","['AutoScaleMode', ' nachher', 'ungsver', 'halter', 'theil']",1
96,2.097814343869686e-06,2.097814343869686e-06,question,question,"{""question"": 2.097814343869686e-06}","[' interface', 'interface', ' abstract', ' abſ', ' enum']",1
31,1.34272500872612e-06,1.34272500872612e-06,question,question,"{""question"": 1.34272500872612e-06}","[' Serviço', ' emisión', ' válida', ' prioridad', ' complejidad']",1
397,7.99583736807108e-07,7.99583736807108e-07,question,question,"{""question"": 7.99583736807108e-07}","[' discount', ' discounts', ' promotions', ' promotion', ' discounted']",1
773,6.823651492595672e-07,6.823651492595672e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 6.823651492595672e-07, ""question"": 6.823651492595672e-07, ""combined"": 6.823651492595672e-07}","[' stupid', ' idiot', ' idiots', ' idiotic', 'stupid']",1
730,5.65527006983757e-07,5.65527006983757e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 5.65527006983757e-07}","['<h2>', 'SECONDARY', '<h1>', 'aarrggbb', ' secondary']",1
612,3.3316249027848244e-07,3.3316249027848244e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 3.3316249027848244e-07, ""question"": 3.3316249027848244e-07, ""combined"": 3.3316249027848244e-07}","[' Montreal', ' Quebec', 'Montreal', 'Quebec', ' québéco']",1
21,3.328048624098301e-07,3.328048624098301e-07,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 3.328048624098301e-07, ""combined"": 3.328048624098301e-07}","[' preamble', 'Preamble', ' prerequisites', ' prépar', 'pre']",1
7,2.75543425232172e-07,2.75543425232172e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.75543425232172e-07, ""question"": 2.75543425232172e-07, ""combined"": 2.75543425232172e-07}","[' alcoholism', ' immunosupp', ' diabetes', ' smoking', ' cigarette']",1
303,2.75543425232172e-07,2.75543425232172e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.75543425232172e-07, ""question"": 2.75543425232172e-07, ""combined"": 2.75543425232172e-07}","['react', ' React', 'React', ' react', ' StatefulWidget']",1
233,2.182070165872574e-07,2.182070165872574e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.182070165872574e-07, ""question"": 2.182070165872574e-07, ""combined"": 2.182070165872574e-07}","[' midfield', ' midfielder', ' middle', ' zentral', ' central']",1
482,2.182070165872574e-07,2.182070165872574e-07,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 2.182070165872574e-07}","[';}', ';', ' (', ' guapo', '(\r']",1
678,2.176845446228981e-07,2.176845446228981e-07,question,question,"{""question"": 2.176845446228981e-07}","['().', '("""").', ').', ' ().', '++.']",1
55,2.176668494939804e-07,2.176668494939804e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 2.176668494939804e-07, ""question"": 2.176668494939804e-07, ""combined"": 2.176668494939804e-07}","['InstanceState', 'IsUnicode', ' introduced', '”', 'cstdio']",1
163,1.5249685384333135e-07,1.5249685384333135e-07,combined,combined,"{""combined"": 1.5249685384333135e-07}","['öss', 'expandindo', '________________', ' initComponents', 'classmethod']",1
599,1.0524457320570946e-07,1.0524457320570946e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 1.0524457320570946e-07, ""question"": 1.0524457320570946e-07, ""combined"": 1.0524457320570946e-07}","['<h1>', '\n\n', '\n', '\n\n\n', '    ']",1
59,1.0524457320570946e-07,1.0524457320570946e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 1.0524457320570946e-07, ""question"": 1.0524457320570946e-07, ""combined"": 1.0524457320570946e-07}","[' alley', ' street', ' narrow', ' alleys', ' streets']",1
411,1.0507600381970406e-07,1.0507600381970406e-07,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 1.0507600381970406e-07, ""question"": 1.0507600381970406e-07, ""combined"": 1.0507600381970406e-07}","['他是', '她是', ' he', ' she', '此人']",1
504,5.133659578859806e-08,5.133659578859806e-08,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 5.133659578859806e-08, ""question"": 5.133659578859806e-08, ""combined"": 5.133659578859806e-08}","['Council', ' Councils', ' Council', ' COUNCIL', ' councils']",1
251,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 5.044438876211643e-08}","[' ISSN', ' africains', 'ISSN', ' amada', 'Дереккөздер']",1
562,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,"clar_vocab2,combined","{""clar_vocab2"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","[' Speaking', 'Speaking', ' speaking', 'speaking', ' disclosed']",1
551,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 5.044438876211643e-08, ""question"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","[' bends', ' bend', ' curves', ' curve', ' turns']",1
623,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 5.044438876211643e-08, ""question"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","['Collections', ' collections', 'Personensuche', 'Portale', ' المعيارى']",1
581,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 5.044438876211643e-08, ""question"": 5.044438876211643e-08, ""combined"": 5.044438876211643e-08}","[').', 'a', ' cited', 'b', ';']",1
769,5.044438876211643e-08,5.044438876211643e-08,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 5.044438876211643e-08}","[' upstairs', ' downstairs', ' floor', ' floors', 'Upstairs']",1
488,0.2358380012512207,0.2358380012512207,clar_vocab2,"clar_vocab2,combined,question","{""clar_vocab2"": 0.2358380012512207, ""question"": 0.2358380012512207, ""combined"": 0.2358380012512207}","[' dozen', ' wenige', ' hundred', ' weeks', ' wenigen']",2
645,0.16674674415588378,0.16674674415588378,question,"combined,question","{""question"": 0.16674674415588378, ""combined"": 0.16674674415588378}","[' dream', ' dreams', 'dream', ' dreaming', 'dreams']",2
577,0.03497232484817505,0.03497232484817505,question,"combined,question","{""question"": 0.03497232484817505, ""combined"": 0.03497232484817505}","[' compression', ' compress', ' compressed', ' Compression', 'compression']",2
172,0.014128976345062256,0.014128976345062256,question,"combined,question","{""question"": 0.014128976345062256, ""combined"": 0.014128976345062256}","[' trees', ' efficiently', 'trees', ' tree', ' queries']",2
92,0.011702851176261901,0.011702851176261901,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.011702851176261901}","[')..', ' ..', ""'.."", '..', ',..']",2
764,0.0015484524965286256,0.0015484524965286256,question,"combined,question","{""question"": 0.0015484524965286256, ""combined"": 0.0015484524965286256}","[' Barack', ' Obama', ' LeBron', ' President', ' Elon']",2
159,0.00011777824722230435,0.00011777824722230435,clar_vocab2,clar_vocab2,"{""clar_vocab2"": 0.00011777824722230435}","[' inspired', ' idea', 'Inspired', 'inspired', ' ideia']",2
